canonical_name,description,display_name,evidence_type,id,kind,name,node_type,page,panel,pattern_id,score,source,status,test_code,text,trust
,,,cause,ev_biochem_000427_1777c243a5,,,Evidence,407,BIOCHEM,,3.346,henry.pdf,,,"moreover, it does not take into account variations caused by extrarenal elimination and tubular secretion. in the modification of diet in renal disease (mdrd) study, levey and co-workers measured gfr by i125-iodothalamate to derive a formula for estimating glomerular filtration rate using six variables: age, race, sex, serum urea nitrogen, serum creatinine, and serum albumin concentration ( levey, 1999 ). subsequently, in 2000 the same investigators produced a simplified mdrd formula based on four variables, serum creatinine, age, race, and sex. few diabetic individuals were included in the original studies and these formulas tested in diabetic patients were found to be inaccurate. furthermore, the use of logarithms in the formula prevents routine uses in clinical practice. mdrd formula (ml/min/1.73 m3) (14-12a) the simplified mdrd formula (ml/min/1.73 m3) based on four variables (serum creatinine, age, race and sex) (levey, 2002): (14-12b) cr = serum creatinine (mg/dl); bun = blood urea nitrogen (mg/dl); alb = serum albumin (g/dl).",0.98
,,,cause,ev_biochem_000658_f8350f229f,,,Evidence,481,BIOCHEM,,3.346,henry.pdf,,,"recently, a rise in the incidence of the syndrome has been reported; this may be due to the widespread use of calcium carbonate preparations in the treatment and prophylaxis of osteoporosis. the syndrome is manifest by hypercalcemia, hypocalciuria, alkalosis, azotemia, and soft tissue calcifications. laboratory testing in the differential diagnosis of hypercalcemia includes measurements of serum total and ionized calcium, urine calcium, serum and urine phosphorus, alkaline phosphatase, albumin, intact pth, pth-rp, and urine camp. determination of various other analytes can provide valuable information in selected cases (e.g., growth hormone, cortisol, cortisone suppression test, selective venous catheterization with measurement of local pth concentration, and measurements of vitamin d metabolites).",0.98
,,,cause,ev_biochem_006214_e07cad3bb4,,,Evidence,702,BIOCHEM,,3.346,tietz.pdf,,,"isosmotic hyponatremia if the measured na+ concentration in plasma is decreased, but measured plasma osmolality, glucose, and urea are normal, the most likely explanation is pseudohyponatremia caused by the electrolyte exclusion effect (see chapter 24). this occurs when na+ is measured by an indirect ion-se- lective electrode in patients with severe hyperlipidemia or hyperproteinemia. hypernatremia hypernatremia (plasma na+ >150 mmol/l) is always hyper- osmolar.",0.98
,,,cause,ev_biochem_000067_036d8ca90a,,,Evidence,105,BIOCHEM,,3.286,henry.pdf,,,"• nephelometers are used to detect light that is scattered at various angles, whereas turbidimetry measures a reduction in light transmission due to particle formation. • a flow cytometer measures light patterns produced as particles pass single-file through a laser light source. the flow cytometer is used to count and sort cells. it is also a key component of hematology analyzers and the technology used to differentiate white blood cells. • electrochemical principles are used to measure numerous analytes in biological fluids. specific electrochemical techniques include; potentiometry, amperometry, coulometry, conductivity and anodic stripping voltammetry. • analytes measured by electrochemical techniques include electrolytes, blood gases, ph, metabolites, e.g., glucose and urea nitrogen, ionized calcium, lead and chloride in sweat. • chromatography is a separation technique based on the different interactions of specimen compounds with a mobile phase and a stationary phase, as the compound travels through a support medium. • mass spectrometers have become increasingly important clinical instruments, especially in emerging fields such as proteomics.",0.98
,,,interpretation,ev_biochem_001209_3c091c8884,,,Evidence,728,BIOCHEM,,3.376,henry.pdf,,,"appearance of pigmented casts in the urine sediment. if renal failure develops, hyperkalemia, hyperphosphatemia, and hyperuricemia typically also will be present. there is no direct relationship between the degree of elevation of ck and likelihood of development of renal failure ( gabow, 1982 ; ward, 1988 ). common causes of rhabdomyolysis include drugs (particularly ethanol and cocaine), viral infections, extreme exertion, hyperthermia, trauma including crush injuries, ischemia of the lower extremities, and inflammatory myopathies.",0.98
,,,interpretation,ev_biochem_001505_70a010fc35,,,Evidence,881,BIOCHEM,,3.376,henry.pdf,,,"adverse effects of ciclosporin may occur on all organ systems of the body. trough serum levels (determined by radioimmunoassay [ria]) greater than 500 ng/ml are associated with ciclosporin- induced nephrotoxicity, which is the most frequent toxic reaction seen with ciclosporin. ciclosporin- induced nephrotoxicity is accompanied by hyperkalemia and hyperuricemia, hypertension, and gingival hyperplasia. other toxic effects include neurologic effects (tremors, seizures, headache, paresthesia, flushing, confusion), dermatologic effects (hirsutism, hypertrichosis, rash), hepatotoxicity, gi effects (diarrhea, nausea, vomiting, anorexia, abdominal discomfort), infectious complications, hematologic effects (leukopenia, anemia, thrombocytopenia), and sensitivity reactions, including anaphylaxis ( philip, 1998 ).",0.98
,,,interpretation,ev_biochem_001232_7d17140b1b,,,Evidence,746,BIOCHEM,,3.376,henry.pdf,,,"in severe liver injury including cirrhosis, these abnormalities include a decrease in the hdl, particularly the hdl3 (but often not the hdl2), fraction and in other altered lipoprotein distributions due, in part, to deficiencies of lecithin:cholesterol acyltransferase (lcat) (the enzyme that esterifies cholesterol), and lipoprotein",0.98
,,,interpretation,ev_biochem_001234_65f8ca6064,,,Evidence,747,BIOCHEM,,3.376,henry.pdf,,,"however, in cirrhotics with poor nutrition, despite the critical enzyme deficiencies, low levels of cholesterol (< 100 mg/dl) may be found. in contrast, in alcohol-induced liver injury, alcohol induces increased expression of apoa-i protein. thus, hdl, especially hdl3, may be elevated if alcohol ingestion continues.",0.98
,,,interpretation,ev_biochem_000777_2ba0c71a54,,,Evidence,525,BIOCHEM,,3.546,henry.pdf,,,"the turnover time of serum proteins, primarily albumin, is much shorter than that of erythrocytes (14-20 days), so their glycosylation reflects glycemic control over narrower periods of time. the nonenzymatic glycation of these serum proteins occurs similarly to that of hemoglobin, with the formation of ketoamine- linked glucose protein. there are several methods for measuring glycosylated proteins or glycosylated albumin, including affinity chromatography and immunoassays. these assays may be useful in patients for whom hba1c assays are inaccurate, such as those with hemoglobinopathies and hemolytic anemias, but unlike hba1c levels, their clinical utility has not been firmly established. fructosamine assays are the most widely used to assess short-term (3- to 6-week) glycemic control, since the average half-life of the proteins is 2–3 weeks. these assays have the advantage of using serum samples and automated equipment so are simple to perform and low in cost. they are more reliable than other glycosylated protein assays, but can be affected by alterations in serum protein levels that are present during acute illnesses and liver disease.",0.98
,,,interpretation,ev_biochem_004384_5017c480d5,,,Evidence,3894,BIOCHEM,,3.356,henry.pdf,,,"pth-rp is secreted by tumors associated with hypercalcemia. the circulatory forms of pth-rp in these patients include both a large amino-terminal peptide and a carboxyl terminal peptide with close sequence homology to parathyrin (pth). the mechanism by which pth-rp induces hypercalcemia involves binding and activating receptors that also bind pth. measuring the concentrations of pth-rps may be useful in the differential diagnosis of hypercalcemia related to malignancy and associated either with primary hyperparathyroidism, sarcoidosis, vitamin d toxicity, or various malignancies (including squamous cell, renal, bladder, and ovarian carcinomas). it should be noted that patients with impaired renal function but without hypercalcemia or cancer may have increased plasma concentrations of pth-rp ( burtis, 1990 ). prostate-specific antigen psa is a member of the kallikrein family of serine proteases that is synthesized uniquely in the epithelial cells of the prostate gland. its expression in these cells is regulated by the androgen receptor.",0.98
,,,cause,ev_biochem_006527_011f707683,,,Evidence,770,BIOCHEM,,3.216,tietz.pdf,,,"urinary calcium urinary calcium excretion reflects calcium intake, intestinal absorption, skeletal resorption, renal tubular filtration, and reabsorption. healthy men and women excrete up to 300 mg (7.5 mmol) of calcium per day on a diet with unrestricted cal- cium content, and up to 200 mg (5 mmol) per day on a calcium- restricted diet (500 mg or 12.5 mmol calcium per day or less). the reference interval for urinary calcium for spot fasting or timed specimens collected after an overnight fast is less than 0.16 mg/100 ml (<0.04 mmol/l) of glomerular filtrate (gf), as calculated by the equation: uca (mg/100 mlgf) = [uca (mg/dl)] × [serum creatinine (mg/dl)] urinary creatinine (mg/dl) an important, but under-recognized contributor to urine calcium excretion, is urinary sodium. patients with hypercal- ciuria and normal sodium excretion have renal leak hyper- calciuria, which can result in increased secretion of pth and can be corrected by a thiazide. hypercalciuria with increased urinary sodium excretion responds rapidly to a reduced sodium intake.",0.98
,,,cause,ev_biochem_000036_07d839ba3d,,,Evidence,76,BIOCHEM,,3.346,henry.pdf,,,"after puberty, men generally have a higher alkaline phosphatase, aminotransferase, creatine kinase and aldolase level than women; this is due to the larger muscle mass of men. women have lower levels of magnesium, calcium, albumin, hemoglobin, serum iron and ferritin. menstrual blood loss contributes to the lower iron values ( young, 2001 ).",0.98
,,,interpretation,ev_biochem_005616_803b8d9281,,,Evidence,529,BIOCHEM,,3.266,tietz.pdf,,,"iron-deficiency anemia is associated with impaired qual- ity of life, work productivity, aerobic exercise capacity, and fatigue, and there is also a relationship between fe status and depression and cognitive functioning. iron deficiency table 28.4 features of iron metabolism disorders disorder gene inheritance age at presentation systemic iron overload anemia ferritin tsat impaired hepcidin-ferroportin axis hh type 1 hfe ar adult variable no variable high hh type ii a hamp ar child yes no high high hh type ii b hjv ar child to young adult yes no high high hh type iii tfr2 ar young adult yes no high high hh type iva slc40a1 (lofa) ad adult yes sporadically high normal hh type iv b slc40a1 (gof) ad adult yes no high high iron transport disorder low iron availability for erythropoiesis irida tmprss6 ar/ad no yes low–normal low aceruloplasminemia cp ar yes yes high normal/low anemia of chronic disease na na variable noa yes normal–high low defect in iron acquisition of erythroid progenitor cells hypotransferrinemia tf ar yes yes high 100% microcytic anemia with iron loading dmt1 ar yes yes variable high erythroid dysmaturation nontransfusion- dependent thalas- semias (β-thalassemia intermedia; hb h disease) globin ar variable yes yes high high continued",0.98
,,,interpretation,ev_biochem_002266_9000d116fe,,,Evidence,1485,BIOCHEM,,3.086,henry.pdf,,,"hb aic may be falsely decreased in conditions associated with rapid red cell turnover, such as hemolytic anemia. laboratory investigation of hemoglobinopathies and thalassemias current recommendations include cbc by a modern cell counter with accurate mcv, rbc, mch and mchc values, hb h test, ferritin, hplc for hb a2 and hb f measurement and detection of hb variants, followed by alkaline and acid electrophoresis when a variant is found and additional studies (sickledex) as necessary ( clarke, 2000 ). cation-exchange hplc numerous automated systems have been developed in the last 20 years and hplc is now the method of choice for initial screening of hemoglobin variants and to separate and determine percentages of hemoglobin a, hemoglobin a2, and hemoglobin f ( wilson, 1983 ). a cation-exchange hplc system, bio-rad variant by bio-rad laboratories, emerged as the leading commercial kit. resolution of this system is claimed to be similar to that of isoelectric focusing, and data banks of retention times are available ( figs 31-15 and 31-16 ) ( riou, 1997 ; globin gene server ).",0.98
,,,interpretation,ev_biochem_001310_ad61e6bb22,,,Evidence,769,BIOCHEM,,3.076,henry.pdf,,,"zhou, 1998b ), and amino acid substitutions like c282y, induce protein malfunction, resulting in abnormal iron deposition in tissues including liver. more recent work suggests that the hfe protein can regulate intracellular iron storage independently of its interaction with transferrin receptor-1 (tfr1) ( carlson, 2005 ). testing for this condition involves determination of the serum iron-binding saturation, which is greater than or equal to 45%. this test has high sensitivity but low specificity, diminishing its screening value. other tests for this condition include determination of iron content of liver biopsy samples and genetic analysis. as just discussed, in wilson's disease, copper deposits in liver are also toxic and can also lead to a form of chronic active hepatitis and cirrhosis.",0.98
,,,cause,ev_biochem_006375_b4b9875548,,,Evidence,734,BIOCHEM,,2.996,tietz.pdf,,,"liver disease due to hemochromatosis becomes more common after the age of 30 years. liver function tests are frequently normal in asymptomatic patients. the most use- ful tests are fasting transferrin saturation and serum ferritin. a transferrin saturation value more than 45% is the most sensitive marker of early iron overload, but neither a raised fasting transferrin saturation nor ferritin concentration is diagnostic of hh. ferritin is also an acute-phase reactant and can be raised nonspecifically in the presence of alcohol consumption, nafld, other liver disease and any systemic inflammatory condition. serum ferritin is considered to be abnormal when it is more than 250 μg/l in premenopausal women and more than 300 μg/l in men and postmenopausal women. hfe gene testing can be used to confirm that diagno- sis of hh and to evaluate familial risks. cirrhosis is unlikely if the ferritin is less than 1000 μg/l, plasma ast activities are normal, and there is no hepatomegaly. cirrhotic patients rarely regress to normal and have a lifelong risk of hcc.",0.98
,,,interpretation,ev_biochem_005354_3f9be9ead9,,,Evidence,438,BIOCHEM,,3.516,tietz.pdf,,,"p50 po2 for a given blood sample at which the hemoglobin of the blood is half saturated with o2; p50 reflects the affinity of hemoglobin for o2. partial pressure the substance (mole) fraction of gas times the total pressure; e.g., the partial pressure of oxygen, po2, is the fraction of oxygen gas times the barometric pressure. ph the negative logarithm of hydrogen ion activity. pilocarpine iontophoresis noninvasive method that uses electricity to force the drug pilocarpine into the skin for the purpose of inducing localized sweating at the site of iontophoresis. point-of-care testing (poct) clinical testing that occurs next to the patient, usually with a handheld device and an unprocessed specimen collected immediately before testing. sweat chloride the concentration of chloride in sweat; increased sweat chloride is characteristic of cystic fibrosis. water homeostasis the body process that maintains a balance of water intake and output. maintenance of water homeostasis is paramount to life for all organisms. in humans, the maintenance of water homeostasis in various body fluid compartments is primarily a function of the four major electrolytes: na+, k+, cl−, and hco − 3 .",0.98
,,,interpretation,ev_biochem_000570_d834425ffe,,,Evidence,449,BIOCHEM,,3.376,henry.pdf,,,"hensen j, haenelt m, gross p: water retention after oral chlorpropamide is associated with an increase in renal papillary arginine vasopressin receptors. hogg rj, kokko jp: comparison between the electrical potential profile and the chloride gradients in the thin limbs of henle's loop in rats. hogg rj, kokko jp: urine concentrating and diluting mechanisms in mammalian kidneys. hollenberg nk: implications of species difference for clinical investigation: studies on the renin-angiotensin system. ibata y, okamura h, tanaka m, et al: functional morphology of the suprachiasmatic nucleus. iolascon a, stewart gw, ajetunmobi jf, et al: familial pseudohyperkalemia maps to the same locus as dehydrated hereditary stomatocytosis (hereditary xerocytosis). ito m, jameson jl, ito m: molecular basis of autosomal dominant neurohypophyseal diabetes insipidus.",0.98
,,,interpretation,ev_biochem_001207_07d610dbf0,,,Evidence,727,BIOCHEM,,2.986,henry.pdf,,,"chronic damage to muscle causes more persistent elevation of ck, which may be either mild or more extensive. the broad range of normal values and pre-analytical variation seen in total ck values can hamper recognition of mild, ongoing muscle injury. generally, persistent elevation above the reference limits for an appropriate comparison group despite cessation of any other factors known to affect ck is needed to diagnose muscle injury in asymptomatic individuals. common causes of chronic muscle injury include medications (particularly hmg-coa reductase inhibitors and glucocorticoids), congenital myopathies (such as duchenne's muscular dystrophy), inflammatory disorders (polymyositis and dermatomyositis), hypothyroidism, and alcohol abuse. in chronic myopathies, ck-mb is often increased, reflecting its production by regenerating muscle. with severe acute damage to muscle, a clinical picture termed rhabdomyolysis may develop. in such situations, ck-mb/total ck may be elevated above normal, in the absence of myocardial infarction (cardiac troponin levels are normal); this is not uncommonly seen in patients with inflammatory muscle disease ( kiely, 2000 ).",0.98
,,,interpretation,ev_biochem_006016_00c28a12c4,,,Evidence,652,BIOCHEM,,2.816,tietz.pdf,,,"• myocardial infarction is present when there is cardiac dam- age, as detected by an increase of ctn above the 99th per- centile url in a clinical setting consistent with myocardial ischemia. • for patients with an ischemic mechanism of injury, progno- sis is related to the extent of ctn increases. • if an ischemic mechanism is unlikely, other causes of car- diac injury should be pursued. • samples must be obtained at least at 0–3 h for hs-ctn assays and at 6–9 h for contemporary assays after the symptoms begin. box 34.2 european society of cardiology/american college of cardiology recommendations for use of cardiac biomarkers for detection of myocardial injury and myocardial infarction ctn, cardiac troponin; hs, high sensitivity; url, upper reference limit.",0.98
,,,interpretation,ev_biochem_006003_ed442959da,,,Evidence,648,BIOCHEM,,2.756,tietz.pdf,,,"risk stratification a statistical process used to determine detectable characteristics of a biomarker associated with an increased chance of experiencing adverse outcomes. st segment elevation myocardial infarction (stemi) any type of myocardial infarction in which the st segment is elevated in one lead or several leads of the ecg. unstable angina angina that occurs unpredictably or suddenly increases in severity or frequency. ventricles (right and left) the two lower chambers of the heart, responsible, respectively, for pumping blood into the lungs via the pulmonary artery and into the systemic circulation via the aorta. acute ischemic disease and heart failure are the two most common cardiovascular diseases that rely on a biochemical diagnosis. the cardiac biomarkers cardiac troponin (ctn) and natriuretic peptides (np), respectively, used in their diagnosis and management, are the major focus of this chapter. the most serious form of ischemic heart disease is acute myocardial infarction (ami). ami occurs when there is an imbalance between supply and demand for oxygen in the myocardium (heart muscle) resulting in injury to and the eventual death of muscle cells (myocytes).",0.98
,,,cause,ev_biochem_006035_3b1065b935,,,Evidence,660,BIOCHEM,,2.686,tietz.pdf,,,"thus, bnp or nt-probnp results are not transferable among current immunoassays due to their differences in cross- reactivity and ability to detect 400 100 375 50 0 25 75 troponin 99th percentile (ng/l) 100 75 50 25 0 % measurable abbott •architect i200 • hs-ctnl alere • triage • cardio3 ctnl biomerieux • vidas • ctnl ultra il • gem immuno • ctnl abbott •architect i2000 • ctnl abbott •axsym • troponin-l roche • cobas e601 • hs-ctnl singulex • erenna • hs-ctnl siemens • dimension vista • hs-ctnl siemens • dimension vista • ctnl siemens • stratus cs • ctnl siemens • immulite 2000 xpi • ctnl siemens • dimension exl 200 • ctnl siemens • centaur • tnl ultra beckman • access 2 • hs-ctnl beckman • access 2 • mod-sens ctnl ocd • vitros 3600 • ctnl es roche • cobas e601 • ctnl abbott poc • i-stat 300 • ctnl fig. 34.7 comparison of both 99th percentile values (circles) and percent measurable concentrations (boxes) in a presumably healthy population for 19 cardiac troponin assays designated as high-sensitivity (hs) (left), contemporary (middle), and poc (right).",0.98
,,,cause,ev_biochem_004752_34d3206180,,,Evidence,181,BIOCHEM,,2.456,tietz.pdf,,,"after binding equilibration and washing steps, the amount of bound enzyme is detected by adding substrate and following the increase in current generation caused by local production of o2 near the surface of the sensor. the number of research reports related to affinity biosen- sors continues to increase, with potential application for detec- tion of markers of cardiac disease, cancer, and autoimmune disease. commercialization has lagged behind basic research, and movement of affinity biosensors from the research lab- oratory to the clinical laboratory has been slow. some com- mercial examples of immunosensors do exist, primarily in the unit-use, disposable format designed for point-of-care test- ing. one successful commercial example is a cartridge-based device for cardiac troponin i on the i-stat handheld ana- lyzer (abbott point of care, abbott laboratories). this sensor uses a sandwich immunoassay format with electrochemical detection. a capture antibody is immobilized on a gold elec- trode for recognition and capture of troponin in the blood sample. a second reporter antibody is labeled with alkaline phosphatase and binds with surface-captured troponin anti- gen.",0.98
,,,cause,ev_biochem_000991_02a3893bcc,,,Evidence,599,BIOCHEM,,2.356,henry.pdf,,,"mcpherson & pincus: henry's clinical diagnosis and management by laboratory methods, 21st ed. saunders company chapter 18 – evaluation of cardiac injury and function jay l. bock, md phd key points • the most important disease affecting the heart is coronary heart disease (chd), which can lead to an acute blockage of coronary blood flow known as an acute coronary syndrome (acs). acs with frank necrosis of any amount of myocardium is known as myocardial infarction (mi). • the primary tests for diagnosing acs are electrocardiography (ecg) and laboratory measurement of cardiac markers. cardiac markers are proteins released into the circulation from damaged heart muscle. the most important cardiac marker today is cardiac troponin (ctn), which derives only from heart muscle. • troponin is a complex of three proteins, two of which are suitable as specific cardiac marker tests: ctni and ctnt. these two proteins have different properties, but their clinical applications are similar. clinically, mi is now essentially defined as an acs that causes release of troponin.",0.98
,,,interpretation,ev_biochem_004935_70d2af4eb1,,,Evidence,333,BIOCHEM,,3.086,tietz.pdf,,,"it is found predomi- nantly in adults who are severely ill with malignancy or liver disease, and in children who have notable tissue distress. the appearance of this macro-ck in serum is usually associated with a poor prognosis. macro-cks can interfere with the assay of ck-mb by some immunoinhibition methods. clinical significance ck determination is the preferred laboratory test in cases of suspected muscle damage. serum ck is increased in nearly all patients when (1) injury, (2) inflammation, or (3) necrosis of skeletal (or heart) muscle occurs. increased serum ck activity may be the only sign of subclinical neuromuscular disorders. about 30% to 44% of asymptomatic subjects with persistent hyper-ckemia have myopathy. serum ck activity is greatly elevated in all types of table 19.2 approximate concentrations of tissue creatine kinase activity (expressed as multiples of creatine kinase activity concentrations in serum) and cytoplasmic isoenzyme composition tissue isoenzymes (%) relative ck activity ck-bb ck-mb ck-mm skeletal muscle (type i, slow twitch, or red fibers) 50,000 <1 3 97 skeletal muscle (type ii, fast twitch, or white fibers) 50,000 <1 1 99 heart 10,000 <1 22 78 brain 5000 100 0 0 gastrointestinal tract smooth muscle 5000 96 1 3 urinary bladder smooth muscle 4000 92 6 2 ck, creatine kinase.",0.98
,,,interpretation,ev_biochem_000226_138bb1eb42,,,Evidence,218,BIOCHEM,,2.816,henry.pdf,,,"in addition, to increase both the sensitivity and specificity of ck-mb in the diagnosis of acute ami, it has been found necessary to perform serial determinations of mb fraction (at 3- to 4-hour intervals over a 12- to 16-hour period) that show a progressive rise that reaches a peak, followed by a fall to low levels. this pattern is virtually 100% diagnostic of myocardial infarction ( lott, 1984 ; wu, 1999 ). importantly, ck-mb generally rises 4-6 hours, and sometimes only 2 hours, after the onset of chest pain, and peaks within 12 hours.",0.98
,,,interpretation,ev_biochem_001009_a76ef76214,,,Evidence,604,BIOCHEM,,2.816,henry.pdf,,,"a single study, however, suggests that ck-mb is not found in normal myocardium, only appearing when the muscle becomes diseased ( ingwall, 1985 ). ck-bb is the dominant isoenzyme of ck found in brain and in smooth muscle. in the past, clinical laboratories would commonly analyze both ck and ld isoenzymes to improve overall diagnostic performance, especially since the two enzymes exhibit different kinetics, with changes in ld observable for a much longer time than changes in ck. the isoenzyme analyses were relatively lengthy and tedious, generally involving electrophoretic separation, followed by development of color or fluorescence using suitable substrates, followed by densitometric scanning. hence these tests could only be performed about once per day, a situation that was acceptable at a time when ‘rule out mi’ patients were generally admitted to hospital for at least a several-day period of observation.",0.98
,,,interpretation,ev_biochem_001024_2dc6d132d8,,,Evidence,610,BIOCHEM,,2.816,henry.pdf,,,"as discussed above, when ctn testing was first introduced it was realized that small elevations often did not correlate with any elevation of ck-mb or other conventional (but less sensitive) sign of myocardial necrosis.",0.98
,,,cause,ev_biochem_001015_978a31bc9e,,,Evidence,606,BIOCHEM,,2.716,henry.pdf,,,"in contrast to other cardiac markers, ctnt and ctni are nearly absent from normal serum. ctn rarely exceeds 0.1 ng/ml in healthy individuals. however, it is important to note that ctn elevation, though presumably indicating cardiac myocyte damage, need not be caused by ischemic damage. elevations, though generally much smaller than those seen with mi, have been observed with pericarditis, myocarditis, pulmonary embolism, renal failure, sepsis, and other critical illness ( roongsritong, 2004 ). small measured elevations in ctn may also be analytical artifacts (see assay procedures below). the high sensitivity and specificity of ctn has led to rethinking of the clinical definition of mi. previous criteria were those of the world health organization, which were mainly intended for epidemiologic purposes ( joint task force, 1979 ). the somewhat vague definition was based on the triad of clinical history, ecg, and changes in ‘serum enzymes.’ many patients with ischemic symptoms can have negative or equivocal ecg, negative tests for older markers such as ck-mb, but unequivocal (though often slight) elevation in ctn.",0.98
,,,interpretation,ev_biochem_006027_962d7900ab,,,Evidence,658,BIOCHEM,,3.306,tietz.pdf,,,"b-type natriuretic peptide in 1981, the canadian physiologist adolfo de bold and his colleagues reported that infusion of atrial tissue extracts pro- duced (1) an increase in the renal excretion of sodium and water, (2) a rapid decrease in bp, and (3) an increase in blood hematocrit. the responsible substance was identified as a peptide comprising 28–amino acid residues and eventually named atrial natriuretic peptide (anp). later, brain natri- uretic peptide (bnp) and c-type natriuretic peptide (cnp), two structurally related peptides, were isolated and identi- fied in the porcine brain.",0.98
,,,interpretation,ev_biochem_004886_221600f342,,,Evidence,314,BIOCHEM,,3.046,tietz.pdf,,,"anp and bnp are highly expressed in cardiac tissue relative to cnp, which is expressed at low levels in a broad variety of tissue types. the mature forms of these peptides contain a 17–amino acid loop stabilized by an intramolecular disulfide bond. each peptide acts via a specific guanylate cyclase-coupled recep- tor to promote sodium and water excretion, blunt activa- tion of the renin–angiotensin system, and decrease vascular resistance. circulating concentrations of anp and bnp (but not cnp) increase rapidly in response to increased car- diac filling pressures that are characteristic of heart failure. clinical measurement of bnp has become a widely used tool to detect heart failure and monitor its progression. for addi- tional information on the clinical utility of these peptides, refer to chapter 34. b-type natriuretic peptide is synthesized as a 108–amino acid precursor (pro-bnp) that is cleaved upon cellular release to the active 32–amino acid peptide and an n-terminal frag- ment (nt-probnp), which lacks biologic activity.",0.98
,,,cause,ev_biochem_001686_6d8d4420e7,,,Evidence,984,BIOCHEM,,2.946,henry.pdf,,,"differentiating among the different causes of primary hyperaldosteronism the aldosterone-producing adenoma (apa) differs from idiopathic hyperaldosteronism due to adrenal hyperplasia (iha) by more extreme blood pressures, greater potassium wasting and higher atrial natriuretic peptide levels. there also tends to be higher urinary and serum levels of 18-oxocortisol, 18- hydroxycortisol (serum > 300 ng/dl) and 18-hydroxycorticosterone (serum > 100 ng/dl). a positive postural stimulation test (plasma aldosterone: ambulating < 130% of supine) has a moderate sensitivity and specificity for adenoma but not for hyperplasia. once the diagnosis of primary hyperaldosteronism is confirmed, the next step is to image the adrenals either by ct or mri, looking for bilateral hyperplasia or a unilateral hypodense adenoma. the specificity of imaging to correctly categorize the patients as having apa versus iha varies from 67-84% ( doppmann, 1992 ; gleason, 1993 ; harpe, 1999 ; magill, 2001 ). removal of the adenoma is curative in 35% of cases and leads to improvement in another 55% ( blumenfeld, 1994 ).",0.98
,,,cause,ev_biochem_004929_9fc30a310d,,,Evidence,329,BIOCHEM,,2.946,tietz.pdf,,,"which of the following is a positive acute-phase reactant? covalent modification of proteins with ubiquitin leads to: a. the plasma protein that serves to transport a large num- ber of compounds including bilirubin, calcium, drugs, and free fatty acids is: a. amino acids are more than the backbone of peptides and proteins. • amino acids can exist in multiple charged states depending on ph. • l-amino acids are the most important biologically active isomers. • amino acid metabolites serve as respiratory fuel. • amino acid transport is achieved by numerous membrane transport systems. • analysis of amino acids allows detection of inborn errors of metabolism. peptides • larger peptides are processed to form multiple smaller bioactive peptides. • peptide bonds form between α-amino and α-carbonyl of successive amino acids. • immunoassays often detect mixtures of peptides with variable biologic activity. • b-type natriuretic peptide is useful in the diagnosis of heart failure. proteins • the primary structure of proteins is the linear sequence of amino acid residues.",0.98
,,,interpretation,ev_biochem_002815_d9fa243c31,,,Evidence,1995,BIOCHEM,,2.816,henry.pdf,,,"elevation of brain natriuretic peptide (bnp) can be helpful in making the diagnosis ( zhou, 2005 ). volume overload should be anticipated in at-risk patients and prevented readily.",0.98
,,,interpretation,ev_biochem_000775_01479cc569,,,Evidence,525,BIOCHEM,,3.306,henry.pdf,,,"any condition associated with shortened red blood cell survival, or lower mean red blood cell age, such as hemolysis, recovery from acute blood loss, transfusions or splenectomy, will lower the hba1c level because of reduced exposure to plasma glucose.",0.98
,,,cause,ev_biochem_004860_aa63a062df,,,Evidence,297,BIOCHEM,,3.286,tietz.pdf,,,"279 chapter 17 point-of-care testing cassette-based systems have been developed for the measure- ment of hemoglobin. in one such system, red cells are lysed in a minicuvet, hemoglobin converted to methemoglobin, and the methemoglobin measured at 570 nm; turbidity is cor- rected for by an additional measurement at 880 nm. another type of cartridge design uses a light-scattering immunoassay to measure glycated hemoglobin, together with a photometric assay for total hemoglobin. the cartridge is a relatively complex structure that contains all the reagents required for the immunoassay, as well as lysing reagents and potassium ferricyanide reagent for measurement of total hemoglobin (fig. agglutination takes place between the latex bound antibody and a synthetic polymer that con- tains the immunoreactive portion of hba1c that leads to increased scattering of light. addition of hba1c in the patient sample reduces the agglutination by competing for the latex bound antibody, and the reduction in light scattering is proportional to the concentration of hba1c. measurement takes place when the cartridge is placed into a temperature-controlled reader, and the analytical per- formance of the siemens dca device (siemens healthcare gmbh, erlangen, germany) is sufficient for quantitative monitoring of glycemic control, and can also be used for measurement of urinary albumin and creatinine.",0.98
,,,interpretation,ev_biochem_006026_701b45b64e,,,Evidence,657,BIOCHEM,,3.266,tietz.pdf,,,"should individuals be selected: (1) via personal interview with questions addressing known cardiac med- ications, such as statins; (2) after obtaining information about known diseases associated with cardiovascular dis- ease, such as renal disease or diabetes; or (3) via definitive physician evaluation of an individual after taking a history and physical examination, including an ecg, echocar- diogram or imaging? both younger (<30 years) and older (>30 years, with median age of 60 to 65 years to be rep- resentative of cardiac patients), apparently healthy refer- ence groups should be recruited. inclusion criteria should be based on data obtained from a history of medications (not on cardiac drugs, i.e., statins), known underlying dis- eases, and blood surrogate biomarker measurements: np concentration for ruling out underlying myocardial dys- function, an estimated glomerular filtration rate (egfr) for defining underlying renal insufficiency, and hba1c for underdiagnosed diabetes. at present, no definitive, multidiscipline, peer-reviewed surrogate biomarker recommendations have been pub- lished. men and women should be equally represented, with a diverse racial and ethnic mix.",0.98
